Compound ID,InChIKey,SMILES,LogS
D-1403,LLBKEUTWJFQRJU-UHFFFAOYSA-N,Nc1ccc(cc1)[S](=O)(=O)c2ccc(NCCO)cc2,-2.597
D-1405,RBNWAMSGVWEHFP-UHFFFAOYSA-N,CC(C)(O)C1CCC(C)(O)CC1,-1.634
D-1414,PBBGSZCBWVPOOL-UHFFFAOYSA-N,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.353
D-1418,WWWFHFGUOIQNJC-UHFFFAOYSA-N,OC(=O)c1cccc(c1O)[N+]([O-])=O,-2.149
D-1420,KLCDQSGLLRINHY-UHFFFAOYSA-N,Nc1ccc2ccccc2c1N=Nc3ccccc3,-5.916
D-1421,ZTVIKZXZYLEVOL-UHFFFAOYSA-N,CN1C2CCC1CC(C2)OC(=O)C(O)c3ccccc3,-1.44
D-1428,CDAISMWEOUEBRE-UHFFFAOYSA-N,OC1C(O)C(O)C(O)C(O)C1O,-0.1
D-1431,HJRJRUMKQCMYDL-UHFFFAOYSA-N,[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O,-2.669
D-1433,CYIDZMCFTVVTJO-UHFFFAOYSA-N,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,-1.259
D-1450,WBEJYOJJBDISQU-UHFFFAOYSA-N,ClCC(Br)CBr,-2.374
D-1458,XEMRAKSQROQPBR-UHFFFAOYSA-N,ClC(Cl)(Cl)c1ccccc1,-3.567
D-1464,KQTIIICEAUMSDG-UHFFFAOYSA-N,OC(=O)CC(CC(O)=O)C(O)=O,0.275
D-1473,MHDVGSVTJDSBDK-UHFFFAOYSA-N,C(OCc1ccccc1)c2ccccc2,-3.695
D-1513,HXQPUEQDBSPXTE-UHFFFAOYSA-N,CC(C)CC(O)CC(C)C,-2.1590000000000003
D-1519,HTKFORQRBXIQHD-UHFFFAOYSA-N,NC(=S)NCC=C,-0.294
D-1540,VILCJCGEZXAXTO-UHFFFAOYSA-N,NCCNCCNCCN,0.835
D-1542,FAGUFWYHJQFNRV-UHFFFAOYSA-N,NCCNCCNCCNCCN,0.723
D-1545,CESKLHVYGRFMFP-UHFFFAOYSA-N,CC[S](=O)(=O)C(C)(C)[S](=O)(=O)CC,-1.927
D-1546,BCCOBQSFUDVTJQ-UHFFFAOYSA-N,FC1(F)C(F)(F)C(F)(F)C1(F)F,-3.638
D-1552,CVYZVNVPQRKDLW-UHFFFAOYSA-N,COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-3.107
D-1573,RZXZIZDRFQFCTA-UHFFFAOYSA-N,FC(Br)C(F)(F)F,-1.901
D-1575,OLQJQHSAWMFDJE-UHFFFAOYSA-N,OCC(CO)(CO)[N+]([O-])=O,0.821
D-1581,DEXMFYZAHXMZNM-UHFFFAOYSA-N,COc1ccc(C(=O)Cc2c(CCN(C)C)cc3OCOc3c2OC)c(C(O)=O)c1OC,-2.535
D-1625,GOYDNIKZWGIXJT-UHFFFAOYSA-N,Fc1ccccc1F,-2.0
D-1627,DLEGDLSLRSOURQ-UHFFFAOYSA-N,FC(F)(F)COC=C,-1.4780000000000002
D-1635,MYEJFUXQJGHEQK-OWBILYANSA-N,CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O,-3.955
D-1648,ANJTVLIZGCUXLD-IUCAKERBSA-N,O=C1C=CC=C2[C@@H]3CNC[C@H](C3)CN12,0.363
D-1660,HNEGQIOMVPPMNR-NSCUHMNNSA-N,C\C(=C/C(O)=O)C(O)=O,-0.6940000000000001
D-1666,OPUAWDUYWRUIIL-UHFFFAOYSA-N,O[S](=O)(=O)C[S](O)(=O)=O,0.754
D-1673,NBRKLOOSMBRFMH-UHFFFAOYSA-N,CC(C)(C)Cl,-1.507
D-1675,RAPBNVDSDCTNRC-UHFFFAOYSA-N,CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-4.512
D-1687,XNWPXDGRBWJIES-UHFFFAOYSA-N,Oc1cc(O)c(c(O)c1)C(=O)c2ccc(O)c(O)c2,-1.72
D-1688,PGRHXDWITVMQBC-UHFFFAOYSA-N,CC(=O)C1C(=O)OC(=CC1=O)C,-1.226
D-1689,PETSAYFQSGAEQY-UHFFFAOYSA-N,COC1=C(C#N)C(=O)N(C)C=C1,-1.784
D-1691,OXQKEKGBFMQTML-RYRJNEICSA-N,OC[C@H](O)[C@@H](O)C(O)[C@H](O)[C@H](O)CO,-0.517
D-1697,GOZCEKPKECLKNO-RKQHYHRCSA-N,CC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,-1.1740000000000002
D-1707,MFEIKQPHQINPRI-UHFFFAOYSA-N,CCc1cccnc1,0.5379999999999999
D-1708,XQJMXPAEFMWDOZ-UHFFFAOYSA-N,CN1C2CCC1CC(C2)OC(=O)c3ccccc3,-2.369
D-1711,XHQBGKPHDZWOHT-UHFFFAOYSA-N,CCOC(=O)NCC(C)C,-0.768
D-1712,CFNJLPHOBMVMNS-UHFFFAOYSA-N,CCCCCOC(=O)CCC,-2.467
D-1720,OKJIRPAQVSHGFK-UHFFFAOYSA-N,CC(=O)NCC(O)=O,-0.649
D-1724,HLXRWTJXGMHOFN-XJSNKYLASA-N,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]3[C@@H](C)CC(=O)[C@H]13,-0.265
D-1748,UJMDYLWCYJJYMO-UHFFFAOYSA-N,OC(=O)c1cccc(C(O)=O)c1C(O)=O,-0.8370000000000001
D-1756,ROSXARVHJNYYDO-UHFFFAOYSA-N,CCCOC(=O)CN1C=C(I)C(=O)C(=C1)I,-3.504
D-1767,QOTQFLOTGBBMEX-UHFFFAOYSA-N,CC1=CCC(=O)O1,-0.293
D-1776,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,-5.284
D-1778,OREAFAJWWJHCOT-UHFFFAOYSA-N,CC(C)(C(O)=O)C(O)=O,-0.16699999999999998
D-1780,GOHPTLYPQCTZSE-UHFFFAOYSA-N,CC(C)(CC(O)=O)C(O)=O,-0.32
D-1782,KYWJZCSJMOILIZ-UHFFFAOYSA-N,CCCC(C)(O)CC,-1.001
D-1788,FMXDVBRYDYFVGS-UHFFFAOYSA-N,COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3.085
D-1791,PMZDQRJGMBOQBF-UHFFFAOYSA-N,O=C1C=CNc2ccccc12,-1.481
D-1795,BBOLNFYSRZVALD-UHFFFAOYSA-N,Ic1ccccc1I,-4.217
D-1799,GNVRJGIVDSQCOP-UHFFFAOYSA-O,CC[NH+](C)CC,0.713
D-1807,FCBBRODPXVPZAH-UHFFFAOYSA-N,CCCCC(O)CCCC,-2.49
D-1816,NFRKUDYZEVQXTE-UHFFFAOYSA-N,CCCC(C)Cl,-2.63
D-1821,SFPQFQUXAJOWNF-UHFFFAOYSA-N,Ic1cccc(I)c1,-4.518
D-1834,NGDNVOAEIVQRFH-UHFFFAOYSA-N,CCCCCCCC(C)O,-2.744
D-1837,VOTYOVOSRFKUSM-UHFFFAOYSA-N,OC(=O)c1ccnc(C(O)=O)c1C(O)=O,-1.245
D-1856,QQWGVQWAEANRTK-UHFFFAOYSA-N,OC(=O)CC(Br)C(O)=O,-0.215
D-1859,RHTVQEPJVKUMPI-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Nc2ccccc2)c(c1)[N+]([O-])=O,-3.834
D-1860,FFJIWWBSBCOKLS-UHFFFAOYSA-N,CCOc1ccc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-2.427
D-1894,TVYVQNHYIHAJTD-UHFFFAOYSA-N,CC(C)c1ccc2ccccc2c1,-5.297999999999999
D-1905,OBMLHUPNRURLOK-UHFFFAOYSA-N,CC12CCC3C(CCC4CC5SC5CC34C)C1CCC2O,-5.407
D-1910,RSPZSDWVQWRAEF-UHFFFAOYSA-N,C#CCCCC#C,-1.747
D-1912,QDTDKYHPHANITQ-UHFFFAOYSA-N,CC(C)CCCCCCO,-2.487
D-1913,SVOAUHHKPGKPQK-UHFFFAOYSA-N,OC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13,-4.1610000000000005
D-1917,CCAZWUJBLXKBAY-ULZPOIKGSA-N,CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)[C@H]4O[C@H]4[C@]5(CO5)[C@]3(C)[C@@H]2O,-1.19
D-1920,ZGLBGXHBFHCOAF-NBVRZTHBSA-N,CC(=O)Nc1ccc(N\N=C\2C=C(C)C=CC2=O)cc1,-5.358
D-1932,DWCJGLPGZULWPZ-GEETXFABSA-N,CC(=C)C1(O)[C@H]2OC(=O)[C@@H]1[C@]3(O)[C@H]4O[C@H]4[C@]5(CO5)[C@]3(C)[C@@H]2O,-1.42
D-1964,IXUOEGRSQCCEHB-UHFFFAOYSA-N,CCCCCC(O)CCC,-2.591
D-1966,XBOTUWGQYMHUFO-NSCUHMNNSA-N,C\C(Cl)=C/C(O)=O,-0.605
D-1980,CXBMCYHAMVGWJQ-CABCVRRESA-N,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,-4.8580000000000005
D-1986,KLZYRCVPDWTZLH-ZXZARUISSA-L,C[C@H]([C@H](C)C([O-])=O)C([O-])=O,-0.688
D-1995,PHSORZZLPKIHMG-UHFFFAOYSA-N,CCCC(CC)(CC)CO,-2.419
D-2004,OJYGBLRPYBAHRT-OPKHMCHVSA-N,OCC(O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,-1.843
D-2035,ZJMZZNVGNSWOOM-UHFFFAOYSA-N,CCNc1nc(NC(C)CC)nc(OC)n1,-2.575
D-2037,PPKPKFIWDXDAGC-UHFFFAOYSA-N,CC(Cl)=CCl,-1.614
D-2039,BKFXSOCDAQACQM-UHFFFAOYSA-N,OC(=O)c1cccc(Cl)c1C(O)=O,-0.976
D-2051,HBPDKDSFLXWOAE-UHFFFAOYSA-N,CNC(=O)N(C)c1sc(nn1)C(C)(C)C,-1.997
D-2053,OEYOMNZEMCPTKN-UHFFFAOYSA-N,CCO[P](=S)(NC(C)CC)Oc1cc(C)ccc1[N+]([O-])=O,-4.814
D-2066,VGQLNJWOULYVFV-WZENYGAOSA-N,COC(=O)[C@@H]1C2CC(C=C2)[C@@H]1C(=O)OC,-1.202
D-2069,FYQGBXGJFWXIPP-UEVLXMDPSA-N,CCOC(=O)\C=C(C)\C=C\CC(C)CCCC(C)C,-5.693
D-2087,IKVXBIIHQGXQRQ-ZDUSSCGKSA-N,CC(C)OC(=O)[C@H](C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,-4.561
D-2097,LVQDKIWDGQRHTE-UHFFFAOYSA-N,Nc1nc(N)nc(NC2CC2)n1,-1.179
D-2100,MDTRRKVOSSZNCC-UHFFFAOYSA-N,CCOC(=O)C(C)Oc1cccc(Oc2sc3cc(Cl)ccc3n2)c1,-5.674
E-13,QMMOXUPEWRXHJS-UHFFFAOYSA-N,CCC=CC,-2.54
E-17,OTTZHAVKAVGASB-UHFFFAOYSA-N,CCCCC=CC,-3.82
E-127,TXTORVZCRUFBBO-UHFFFAOYSA-N,CC(C)(Cl)C(Cl)C,-2.69
E-138,KFUSEUYYWQURPO-UHFFFAOYSA-N,ClC=CCl,-1.3
E-139,CVOGMKGEVNGRSK-UHFFFAOYSA-N,IC=CI,-3.22
E-238,PFNHSEQQEPMLNI-UHFFFAOYSA-N,OCC(CCC)C,-1.11
E-256,YRSIFCHKXFKNME-UHFFFAOYSA-N,CC(O)(C)C(C)CC,-0.89
E-296,MLUCVPSAIODCQM-UHFFFAOYSA-N,O=CC=CC,0.32
E-325,WSWCOQWTEOXDQX-UHFFFAOYSA-N,O=C(O)C=CC=CC,-1.77
E-333,IXORZMNAPKEEDV-UHFFFAOYSA-N,O=C(OC(C1C(C2(CC(O)(C3=C)CC4)C3)C(=O)O)(C24)C=CC5O)C15C,-1.84
E-400,LKDRXBCSQODPBY-UHFFFAOYSA-N,O1CC(O)C(O)C(O)C1(O)CO,0.64
E-405,LXMSZDCAJNLERA-UHFFFAOYSA-N,O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2SC(=O)C)C4)(C3)C)(C4)C5)C5,-4.28
E-411,DBPWSSGDRRHUNT-UHFFFAOYSA-N,CC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-4.71
E-414,UREBDLICKHMUKA-UHFFFAOYSA-N,C1=CC(=O)C=C2CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C3(F)C12C,-3.77
E-468,SNICXCGAKADSCV-UHFFFAOYSA-N,n(cccc1C(N(CC2)C)C2)c1,0.79
E-486,ZPUCINDJVBIVPJ-UHFFFAOYSA-N,COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,-2.23
E-494,RGLYKWWBQGJZGM-UHFFFAOYSA-N,Oc(ccc(C(=C(c(ccc(O)c1)c1)CC)CC)c2)c2,-4.35
E-496,QMGVPVSNSZLJIA-UHFFFAOYSA-N,O=C(N(c(c(C1(C(N(C2)CC(C3C4C5OC6)=C6)C3)C2)ccc7)c7)C14)C5,-3.32
E-549,PTBKFATYSVLSSD-UHFFFAOYSA-N,o1c(N(=O)(=O))ccc1C=NO,-2.19
E-601,OROGSEYTTFOCAN-UHFFFAOYSA-N,COc1ccc2CC5C3C=CC(O)C4Oc1c2C34CCN5C,-1.52
E-652,JVHMUUUYNIPCPF-UHFFFAOYSA-N,O=P(Oc1ccc(O)cc1C)(Oc2cc(O)ccc2C)Oc3c(O)cccc3C,-6.7
E-664,KXGVEGMKQFWNSR-UHFFFAOYSA-N,O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1)C4)(C3O)C)C4)C,-3.95
E-672,UVKXJAUUKPDDNW-UHFFFAOYSA-N,N#CCC=CC,-0.96
E-681,ODQWQRRAPPTVAG-UHFFFAOYSA-N,CN(C)CCC=C2c1ccccc1COc3ccccc23,-3.4
E-684,YGLMVCVJLXREAK-UHFFFAOYSA-N,O=C(NC1C2C3CCCC3C(C1)C2)N(C)C,-3.01
E-689,IMONTRJLAWHYGT-UHFFFAOYSA-N,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.79
E-697,OFVLGDICTFRJMM-UHFFFAOYSA-N,CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)cccc3C4(C)O,-3.12
E-709,KBEBGUQPQBELIU-UHFFFAOYSA-N,O=C(OCC)C=Cc(cccc1)c1,-3.0
E-731,RQZAXGRLVPAYTJ-UHFFFAOYSA-N,C1C(=O)C=C2C(C)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C1,-5.35
E-760,RSBRXBZGVHQUJK-UHFFFAOYSA-N,CCC1NC(=O)NC1(=O),-0.06
E-769,LOIYMIARKYCTBW-UHFFFAOYSA-N,O=C(O)C=CC(N=CN1)=C1,-1.96
E-773,JDLKFOPOAOFWQN-UHFFFAOYSA-N,C=CCS(=O)SCC=C,-0.83
E-779,FBPFZTCFMRRESA-UHFFFAOYSA-N,OCC(O)C(O)C(O)C(O)CO,1.09
E-797,LFSAPCRASZRSKS-UHFFFAOYSA-N,C1CCCC(C)C1=O,-0.94
E-817,OJYGBLRPYBAHRT-UHFFFAOYSA-N,O(C(OC(C1O)C(O)CO)C1O2)C2C(Cl)(Cl)Cl,-1.84
E-843,MJCJFUJXVGIUOD-UHFFFAOYSA-N,OC(=O)CC(C)(C(=O)O)C(C)(C)C(=O)O,-0.29
E-844,PHMBVCPLDPDESM-UHFFFAOYSA-N,C1C(N2C)CC(O)C(C(=O)O)C2C1,-0.02
E-846,FZSVSABTBYGOQH-UHFFFAOYSA-N,O=C(ON=C(C(C)(C)C)CSC)NC,-1.62
E-848,XCJXQCUJXDUNDN-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)(C2(Cl)Cl)C3CC=CC3C12Cl,-5.64
E-849,YQWCIPIEEBVRNY-UHFFFAOYSA-N,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.46
E-859,QCQPGRMMDFIQMB-UHFFFAOYSA-N,CNC(=O)ON=C1C(C2)C(C#N)CC2C1Cl,-2.08
E-863,RUVINXPYWBROJD-UHFFFAOYSA-N,O(c(ccc(c1)C=CC)c1)C,-3.13
E-870,WTEVQBCEXWBHNA-UHFFFAOYSA-N,O=CC=C(CCC=C(C)C)C,-2.06
E-871,AZOCECCLWFDTAP-UHFFFAOYSA-N,O=C1C(C)CCC(C(C)=C)C1,-2.18
E-872,LSPHULWDVZXLIL-UHFFFAOYSA-N,O=C(O)C(C(C(C(=O)O)C1)(C)C)(C1)C,-1.42
E-878,AKRGPMZFCFDFQW-UHFFFAOYSA-N,c1ccc2C(O)N3CCC(O)C3=Nc2c1,-2.07
E-886,ANJTVLIZGCUXLD-UHFFFAOYSA-N,C1=CC(=O)N2CC(C3)CNCC3C2=C1,0.36
E-888,RMFNNCGOSPBBAD-UHFFFAOYSA-N,CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34
E-892,XDNBJTQLKCIJBV-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,-2.3
E-907,AMRQXHFXNZFDCH-UHFFFAOYSA-N,CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83
E-937,GBGXVCNOKWAMIP-UHFFFAOYSA-N,OC(c(cccc1)c1)Cc(cccc2)c2,-2.52
E-942,YKJYKKNCCRKFSL-UHFFFAOYSA-N,COc2ccc(CC1NCC(O)C1OC(C)=O)cc2,-1.61
E-948,AUYYCJSJGJYCDS-UHFFFAOYSA-N,NC(Cc2cc(I)c(Oc1ccc(O)c(I)c1)c(I)c2)C(O)=O,-5.22
E-955,XJHDMGJURBVLLE-UHFFFAOYSA-N,O=C(OC(C(C(C=CC1=O)(CC2)C)=C1C)C23)C3C,-3.09
E-961,SLRCCWJSBJZJBV-UHFFFAOYSA-N,C1CCN2CC(C3)C4CCCCN4CC3C2C1,-1.89
E-970,MXXWOMGUGJBKIW-UHFFFAOYSA-N,O=C(N(CCCC1)C1)C=CC=Cc(ccc(OCO2)c23)c3,-3.46
E-980,UGCNRZFAUBJVPT-UHFFFAOYSA-N,C1CCC(CC1)[Sn](C2CCCCC2)C3CCCCC3.O,-5.59
E-984,KMPWYEUPVWOPIM-UHFFFAOYSA-N,OC(c(c(c(nc1)ccc2)c2)c1)C(N(CCC3C4C=C)C4)C3,-3.07
E-990,YJDYCULVYZDESB-UHFFFAOYSA-N,O=C1C2(C(C3CCC4C(C3CC2)(C)CCCC4)CC1)C,-6.7
E-991,QGXBDMJGAMFCBF-UHFFFAOYSA-N,C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-4.4
E-993,NFGXHKASABOEEW-UHFFFAOYSA-N,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
E-997,CJDRUOGAGYHKKD-UHFFFAOYSA-N,c1ccc2N(C)C3C4CC5C(CC)C(O)N4C(C56)CC3(C6O)c2c1,-2.82
E-998,NKPPORKKCMYYTO-UHFFFAOYSA-N,c1c(OC)cc2c(CC(=O)O)c(C)n(C(=O)C=Cc3ccccc3)c2c1,-5.54
E-999,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc3cccc(Oc2ccccc2)c3,-6.29
E-1000,FMTDIUIBLCQGJB-UHFFFAOYSA-N,c1cc(O)c2C(=O)C3=C(O)C4(O)C(=O)C(C(=O)N)=C(O)C(N(C)C)C4CC3C(O)c2c1Cl,-2.52
E-1002,QUQBHBRVKLEOEI-UHFFFAOYSA-N,C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C5O)CC(O5)C3C2(C)C1,-3.85
E-1005,ORNBQBCIOKFOEO-UHFFFAOYSA-N,C1C(O)CC2=CCC3C4CCC(C(=O)C)C4(C)CCC3C2(C)C1,-4.65
E-1006,CYDMQBQPVICBEU-UHFFFAOYSA-N,O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4Cl)C)C3=O)C2)C1=O,-2.88
E-1007,AKNNEGZIBPJZJG-UHFFFAOYSA-N,COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45,-3.14
E-1008,JBIWCJUYHHGXTC-UHFFFAOYSA-N,CC3C2C(O)C1C(N(C)C)C(=C(C(N)=O)C(=O)C1(O)C(=C2C(=O)c4c(O)cccc34)O)O,-2.87
E-1011,SBNFWQZLDJGRLK-UHFFFAOYSA-N,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-5.24
E-1015,RFDAIACWWDREDC-UHFFFAOYSA-N,O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C,-5.15
E-1016,QMSHUERTGDUVNN-UHFFFAOYSA-N,c12C(=O)C3=C(O)C4(O)C(=O)C=C(O)C(N(C)C)C4CC3C(O)(C)c1cccc2,-1.42
E-1018,NCXMLFZGDNKEPB-UHFFFAOYSA-N,O1C(C)C(O)C(N)C(O)C1OC2C=CC=CC=CC=CCC(C)OC(=O)C=CC(O3)C3CC(O)CC4(O)OC(C(C(=O)O)C(O)C4)C2,-3.21
E-1053,UWTUEMKLYAGTNQ-UHFFFAOYSA-N,BrC=CBr,-1.32
E-1077,SXSWMAUXEHKFGX-UHFFFAOYSA-N,CC(C)C(C)CO,-0.39
E-1101,WBYWAXJHAXSJNI-UHFFFAOYSA-N,O=C(O)C=Cc(cccc1)c1,-2.48
E-1121,ZESRJSPZRDMNHY-UHFFFAOYSA-N,C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C)CCC3C2(C)C1,-3.75
E-1122,AAXVEMMRQDVLJB-UHFFFAOYSA-N,CC12CC(O)C3(F)C(CCC4=CC(=O)CCC43C)C2CCC1(O)C(=O)CO,-3.43
E-1159,YPHMISFOHDHNIV-UHFFFAOYSA-N,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,-1.13
E-1194,SPANOECCGNXGNR-UHFFFAOYSA-N,CC(C)N(C(C)C)C(=O)SCC(Cl)=CCl,-4.08
E-1200,QBBKKFZGCDJDQK-UHFFFAOYSA-N,N(C(CCC1)CC)C1,-1.5
E-1205,DCXYFEDJOCDNAF-UHFFFAOYSA-N,O=C(O)C(N)CC(=O)N,-0.74
E-1236,LHXDLQBQYFFVNW-UHFFFAOYSA-N,O=C(C(CC1C2)(C2)C)C1(C)C,-1.85
E-1237,NFLGAXVYCFJBMK-UHFFFAOYSA-N,O=C(C(CCC1C)C(C)C)C1,-2.49
E-1240,VGQLNJWOULYVFV-UHFFFAOYSA-N,C1=CC(C2)C(C(=O)OC)C(C(=O)OC)C12,-1.2
E-1261,UBEHJDYYBJLBAZ-UHFFFAOYSA-N,c1cc(O)ccc1C(C=C)C(C=C)c2ccc(O)cc2,-4.95
E-1263,WFJNHVWTKZUUTR-UHFFFAOYSA-N,c12ccccc1nccc2C(O)C3N(C4)CCC(C4CC)C3,-2.63
E-1267,CHNXZKVNWQUJIB-UHFFFAOYSA-N,C1C(=O)C=C2CCC3C4CCC(O)(C#C)C4(C)CCC3C2(C)C1,-5.66
E-1269,LKCWBDHBTVXHDL-UHFFFAOYSA-N,NCCC(O)C(=O)NC2CC(N)C(OC1OC(CN)C(O)C(O)C1O)C(O)C2OC3OC(CO)C(O)C(N)C3O,-0.5
E-1289,XEYBRNLFEZDVAW-UHFFFAOYSA-N,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,-2.47
F-1,VQWGYPVNVICKFC-UHFFFAOYSA-N,NC(=O)C1=CN=C2N1CCC1=C(C=CC=C1)C21CCNCC1,-2.43
F-2,CSRINNLYWLVQQE-UHFFFAOYSA-N,CC1=C2C=CC=CC2=C(CN2CCOCC2)C2=C1C=CC=C2,-4.4
F-3,RMSRBUAAZSNQJZ-UHFFFAOYSA-N,C1C[N+]2(CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75)O,-1.28
F-6,HCBHHMUMLKPGQL-UHFFFAOYSA-N,C1=CC=C(C2=NC3N=CN=CC3=N2)C=C1,-3.07
F-7,XKTWHYDFCTZPQM-UHFFFAOYSA-N,C1=CC2=C(C=C1Cl)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],-4.82
F-9,HWPOZMMTECRYLB-UHFFFAOYSA-N,CCOC1=NO[N+](=C1S(=O)(=O)C2=CC=CC=C2)[O-],-4.24
F-12,UPPYKNLSSLIIAZ-UHFFFAOYSA-N,O=C1CC(=O)CC(C2=CC=CC=C2)C1,-2.51
F-15,ARGDYOIRHYLIMT-UHFFFAOYSA-N,CC1=CC=C(S(=O)(=O)N(Cl)Cl)C=C1,-3.51
F-17,RICNCRLQCBWINE-UHFFFAOYSA-N,CCC1OC(=O)C2=C1C=CC(C#N)=C2,-2.31
F-20,KSFDHSSNYJNHAN-UHFFFAOYSA-N,CC1=NC2=C(C=CC=C2)N=C(C)C1,-1.37
F-21,RPLDGRKYEITQNQ-UHFFFAOYSA-N,CC1=CC2=C(C=C1)S(=O)(=O)C=C2,-2.65
F-23,XHXMPURWMSJENN-UHFFFAOYSA-N,CC1=CC(=O)OC2=C3CCCN4CCCC(=C34)C=C12,-3.89
F-26,DCAZNDCIMXHKOS-UHFFFAOYSA-N,CC1=CS(=O)(=O)C2=C1C=CC=C2,-2.67
F-27,NVMAYDSQOSXSJU-UHFFFAOYSA-N,CC1(C)SCC(COC(N)=O)S1,-2.22
F-29,RDESHSVNCKVUPO-UHFFFAOYSA-N,NC(=O)OCC1COC2(CCCCC2)O1,-1.89
F-30,XGIRBWKKCPENLG-UHFFFAOYSA-N,NC(=O)OCC1CSC2(CCCCC2)S1,-3.52
F-32,GJYYXSDOKGEWNX-UHFFFAOYSA-N,CC1=CC2=CC3=C(C=C2O1)OC(=O)C=C3C,-5.23
F-33,ZBLCWYDHYTWUSK-UHFFFAOYSA-N,CC1=CC2=CC=CC(O)=C2N=C1C,-3.32
F-36,AIFRHYZBTHREPW-UHFFFAOYSA-N,C1=CC2=C(C=C1)C1=C(C=NC=C1)N2,-3.73
F-37,OTVPURYEWXIAKH-UHFFFAOYSA-N,O=S(=O)(C1=CC=CC=C1)N(Br)Br,-3.28
F-38,WXAUMUJAOKGUCL-UHFFFAOYSA-N,NC(=O)OCC1CSC2(CCCCC2)O1,-2.82
F-42,NEBWHJITDZAZPU-UHFFFAOYSA-N,CC(C)C1OCC2(CO1)COC(C(C)C)OC2,-3.11
F-43,LKUDPHPHKOZXCD-UHFFFAOYSA-N,COC1=CC(OC)=CC(OC)=C1,-2.68
F-48,FGXRKDZZPDMPAQ-UHFFFAOYSA-N,O=C(O)CCN1C=CC=CC1=O,-0.6
F-53,DEXSTSSPGXRLRY-UHFFFAOYSA-N,CC1(C)N=C(C2=CC=CC=C2)NC1=O,-0.85
